"shortcode","framework","category","name","gradeband"
"8.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",16
"8.L.2.a",3,12,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break.",16
"8.L.2.b",3,12,"Use an ellipsis to indicate an omission.",16
"8.L.2.c",3,12,"Spell correctly.",16
"8.L.3",3,12,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",16
"8.L.3.a",3,12,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact).",16
"8.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.",16
"8.L.4.a",3,12,"Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase.",16
"8.L.4.b",3,12,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede).",16
"8.L.4.c",3,12,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",16
"8.L.4.d",3,12,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",16
"8.L.5",3,12,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",16
"8.L.5.a",3,12,"Interpret figures of speech (e.g. verbal irony, puns) in context.",16
"8.L.5.b",3,12,"Use the relationship between particular words to better understand each of the words.",16
"8.L.5.c",3,12,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute).",16
"8.L.6",3,12,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.",16
"8.RI.1",3,15,"Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.",16
"8.RI.10",3,15,"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6–8 text complexity band independently and proficiently.",16
"8.RI.2",3,15,"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text.",16
"8.RI.3",3,15,"Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories).",16
"8.RI.4",3,15,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.",16
"8.RI.5",3,15,"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept.",16
"8.RI.6",3,15,"Determine an author’s point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.",16
"8.RI.7",3,15,"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea.",16
"8.RI.8",3,15,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced.",16
"8.RI.9",3,15,"Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.",16
"8.RL.1",3,16,"Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.",16
"8.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6–8 text complexity band independently and proficiently.",16
"8.RL.2",3,16,"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text.",16
"8.RL.3",3,16,"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision.",16
"8.RL.4",3,16,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.",16
"8.RL.5",3,16,"Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.",16
"8.RL.6",3,16,"nalyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor.",16
"8.RL.7",3,16,"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors.",16
"8.RL.8",3,16,"(Not applicable to literature)",16
"8.RL.9",3,16,"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.",16
"8.SL.1",3,18,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others’ ideas and expressing their own clearly.",16
"8.SL.1.a",3,18,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",16
"8.SL.1.b",3,18,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed.",16
"8.SL.1.c",3,18,"Pose questions that connect the ideas of several speakers and respond to others’ questions and comments with relevant evidence, observations, and ideas.",16
"8.SL.1.d",3,18,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented.",16
"8.SL.2",3,18,"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation.",16
"8.SL.3",3,18,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced.",16
"8.SL.4",3,18,"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation.",16
"8.SL.5",3,18,"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest.",16
"8.SL.6",3,18,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",16
"8.W.1",3,19,"Write arguments to support claims with clear reasons and relevant evidence.",16
"8.W.1.a",3,19,"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",16
"8.W.1.b",3,19,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.",16
"8.W.1.c",3,19,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",16
"8.W.1.d",3,19,"Establish and maintain a formal style.",16
"8.W.1.e",3,19,"Provide a concluding statement or section that follows from and supports the argument presented.",16
"8.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",16
"8.W.2",3,19,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",16
"8.W.2.a",3,19,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",16
"8.W.2.b",3,19,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",16
"8.W.2.c",3,19,"Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.",16
"8.W.2.d",3,19,"Use precise language and domain-specific vocabulary to inform about or explain the topic.",16
"8.W.2.e",3,19,"Establish and maintain a formal style.",16
"8.W.2.f",3,19,"Provide a concluding statement or section that follows from and supports the information or explanation presented.",16
"8.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",16
"8.W.3.a",3,19,"Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.",16
"8.W.3.b",3,19,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.",16
"8.W.3.c",3,19,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.",16
"8.W.3.d",3,19,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",16
"8.W.3.e",3,19,"Provide a conclusion that follows from and reflects on the narrated experiences or events.",16
"8.W.4",3,19,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",16
"8.W.5",3,19,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",16
"8.W.6",3,19,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.",16
"8.W.7",3,19,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",16
"8.W.8",3,19,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",16
"8.W.9",3,19,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",16
"8.W.9.a",3,19,"Apply grade 8 Reading standards to literature (e.g., “Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new”).",16
"8.W.9.b",3,19,"Apply grade 8 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced”).",16
"9-10.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",18
"9-10.L.1.a",3,12,"Use parallel structure.*",18
"9-10.L.1.b",3,12,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",18
"9-10.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",18
"9-10.L.2.a",3,12,"Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.",18
"9-10.L.2.b",3,12,"Use a colon to introduce a list or quotation.",18
"9-10.L.2.c",3,12,"Spell correctly.",18
"9-10.L.3",3,12,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",18
"9-10.L.3.a",3,12,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian’s Manual for Writers) appropriate for the discipline and writing type.",18
"9-10.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9–10 reading and content, choosing flexibly from a range of strategies.",18
"9-10.L.4.a",3,12,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase.",18
"9-10.L.4.b",3,12,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).",18
"9-10.L.4.c",3,12,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",18
"9-10.L.4.d",3,12,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",18
"9-10.L.5",3,12,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",18
"9-10.L.5.a",3,12,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",18
"9-10.L.5.b",3,12,"Analyze nuances in the meaning of words with similar denotations.",18
"9-10.L.6",3,12,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",18
"9-10.RH.1",3,14,"Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information.",18
"9-10.RH.10",3,14,"By the end of grade 10, read and comprehend history/social studies texts in the grades 9–10 text complexity band independently and proficiently.",18
"9-10.RH.2",3,14,"Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.",18
"9-10.RH.3",3,14,"Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them.",18
"9-10.RH.4",3,14,"Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science.",18
"9-10.RH.5",3,14,"Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.",18
"9-10.RH.6",3,14,"Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts.",18
"9-10.RH.7",3,14,"Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text.",18
"9-10.RH.8",3,14,"Assess the extent to which the reasoning and evidence in a text support the author’s claims.",18
"9-10.RH.9",3,14,"Compare and contrast treatments of the same topic in several primary and secondary sources.",18
"9-10.RI.1",3,15,"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.",18
"9-10.RI.10",3,15,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range.",18
"9-10.RI.2",3,15,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",18
"9-10.RI.3",3,15,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",18
"9-10.RI.4",3,15,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",18
"9-10.RI.5",3,15,"Analyze in detail how an author’s ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",18
"9-10.RI.6",3,15,"Determine an author’s point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.",18
"9-10.RI.7",3,15,"Analyze various accounts of a subject told in different mediums (e.g., a person’s life story in both print and multimedia), determining which details are emphasized in each account.",18
"9-10.RI.8",3,15,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",18
"9-10.RI.9",3,15,"Analyze seminal U.S. documents of historical and literary significance (e.g., Washington’s Farewell Address, the Gettysburg Address, Roosevelt’s Four Freedoms speech, King’s “Letter from Birmingham Jail”), including how they address related themes and concepts.",18
"9-10.RL.1",3,16,"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.",18
"9-10.RL.10",3,16,"By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range.",18
"9-10.RL.2",3,16,"Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",18
"9-10.RL.3",3,16,"Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme.",18
"9-10.RL.4",3,16,"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone).",18
"9-10.RL.5",3,16,"Analyze how an author’s choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise.",18
"9-10.RL.6",3,16,"Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.",18
"9-10.RL.7",3,16,"Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden’s “Musée des Beaux Arts” and Breughel’s Landscape with the Fall of Icarus).",18
"9-10.RL.8",3,16,"(Not applicable to literature)",18
"9-10.RL.9",3,16,"Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare).",18
"9-10.RST.1",3,17,"Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.",18
"9-10.RST.10",3,17,"By the end of grade 10, read and comprehend science/technical texts in the grades 9–10 text complexity band independently and proficiently.",18
"9-10.RST.2",3,17,"Determine the central ideas or conclusions of a text; trace the text’s explanation or depiction of a complex process, phenomenon, or concept; provide an accurate summary of the text.",18
"9-10.RST.3",3,17,"Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks, attending to special cases or exceptions defined in the text.",18
"9-10.RST.4",3,17,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 9–10 texts and topics.",18
"9-10.RST.5",3,17,"Analyze the structure of the relationships among concepts in a text, including relationships among key terms (e.g., force, friction, reaction force, energy).",18
"9-10.RST.6",3,17,"Analyze the author’s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, defining the question the author seeks to address.",18
"9-10.RST.7",3,17,"Translate quantitative or technical information expressed in words in a text into visual form (e.g., a table or chart) and translate information expressed visually or mathematically (e.g., in an equation) into words.",18
"9-10.RST.8",3,17,"Assess the extent to which the reasoning and evidence in a text support the author’s claim or a recommendation for solving a scientific or technical problem.",18
"9-10.RST.9",3,17,"Compare and contrast findings presented in a text to those from other sources (including their own experiments), noting when the findings support or contradict previous explanations or accounts.",18
"9-10.SL.1",3,18,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9–10 topics, texts, and issues, building on others’ ideas and expressing their own clearly and persuasively.",18
"9-10.SL.1.a",3,18,"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas.",18
"9-10.SL.1.b",3,18,"Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed.",18
"9-10.SL.1.c",3,18,"Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions.",18
"9-10.SL.1.d",3,18,"Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented.",18
"9-10.SL.2",3,18,"Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source.",18
"9-10.SL.3",3,18,"Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence.",18
"9-10.SL.4",3,18,"Present information, findings, and supporting evidence clearly, concisely, and logically such that listeners can follow the line of reasoning and the organization, development, substance, and style are appropriate to purpose, audience, and task.",18
"9-10.SL.5",3,18,"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.",18
"9-10.SL.6",3,18,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",18
"9-10.W.1",3,19,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",18
"9-10.W.1.a",3,19,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.",18
"9-10.W.1.b",3,19,"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience’s knowledge level and concerns.",18
"9-10.W.1.c",3,19,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",18
"9-10.W.1.d",3,19,"Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.",18
"9-10.W.1.e",3,19,"Provide a concluding statement or section that follows from and supports the argument presented.",18
"9-10.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",18
"9-10.W.2",3,19,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",18
"9-10.W.2.a",3,19,"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.",18
"9-10.W.2.b",3,19,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic.",18
"9-10.W.2.c",3,19,"Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.",18
"9-10.W.2.d",3,19,"Use precise language and domain-specific vocabulary to manage the complexity of the topic.",18
"9-10.W.2.e",3,19,"Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.",18
"9-10.W.2.f",3,19,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).",18
"9-10.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",18
"9-10.W.3.a",3,19,"Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",18
"9-10.W.3.b",3,19,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",18
"9-10.W.3.c",3,19,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.",18
"9-10.W.3.d",3,19,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",18
"9-10.W.3.e",3,19,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",18
"9-10.W.4",3,19,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",18
"9-10.W.5",3,19,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience.",18
"9-10.W.6",3,19,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology’s capacity to link to other information and to display information flexibly and dynamically.",18
"9-10.W.7",3,19,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",18
"9-10.W.8",3,19,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.",18
"9-10.W.9",3,19,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",18
"9-10.W.9.a",3,19,"Apply grades 9–10 Reading standards to literature (e.g., “Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]”).",18
"9-10.W.9.b",3,19,"Apply grades 9–10 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning”).",18
"9-10.WHST.1",3,20,"Write arguments focused on discipline-specific content.",18
"9-10.WHST.1.a",3,20,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence.",18
"9-10.WHST.1.b",3,20,"Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience’s knowledge level and concerns.",18
"9-10.WHST.1.c",3,20,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",18
"9-10.WHST.1.d",3,20,"Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.",18
"9-10.WHST.1.e",3,20,"Provide a concluding statement or section that follows from or supports the argument presented.",18
"9-10.WHST.10",3,20,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",18
"9-10.WHST.2",3,20,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",18
"9-10.WHST.2.a",3,20,"Introduce a topic and organize ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.",18
"9-10.WHST.2.b",3,20,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic.",18
"9-10.WHST.2.c",3,20,"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among ideas and concepts.",18
"9-10.WHST.2.d",3,20,"Use precise language and domain-specific vocabulary to manage the complexity of the topic and convey a style appropriate to the discipline and context as well as to the expertise of likely readers.",18
"9-10.WHST.2.e",3,20,"Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.",18
"9-10.WHST.2.f",3,20,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).",18
"9-10.WHST.3",3,20,"(See note; not applicable as a separate requirement)",18
"9-10.WHST.4",3,20,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",18
"9-10.WHST.5",3,20,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience.",18
"9-10.WHST.6",3,20,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology’s capacity to link to other information and to display information flexibly and dynamically.",18
"9-10.WHST.7",3,20,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",18
"9-10.WHST.8",3,20,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.",18
"9-10.WHST.9",3,20,"Draw evidence from informational texts to support analysis, reflection, and research.",18
"K.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",18
"K.L.1.a",3,12,"Print many upper- and lowercase letters.",18
"K.L.1.b",3,12,"Use frequently occurring nouns and verbs.",18
"K.L.1.c",3,12,"Form regular plural nouns orally by adding /s/ or /es/ (e.g., dog, dogs; wish, wishes).",18
"K.L.1.d",3,12,"Understand and use question words (interrogatives) (e.g., who, what, where, when, why, how).",18
"K.L.1.e",3,12,"Use the most frequently occurring prepositions (e.g., to, from, in, out, on, off, for, of, by, with).",18
"K.L.1.f",3,12,"Produce and expand complete sentences in shared language activities.",18
"K.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",18
"K.L.2.a",3,12,"Capitalize the first word in a sentence and the pronoun I.",18
"K.L.2.b",3,12,"Recognize and name end punctuation.",18
"K.L.2.c",3,12,"Write a letter or letters for most consonant and short-vowel sounds (phonemes).",18
"K.L.2.d",3,12,"Spell simple words phonetically, drawing on knowledge of sound-letter relationships.",18
"K.L.3",3,12,"(Begins in grade 2)",18
"K.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.",18
"K.L.4.a",3,12,"Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck).",18
"K.L.4.b",3,12,"Use the most frequently occurring inflections and affixes (e.g., -ed, -s, re-, un-, pre-, -ful, -less) as a clue to the meaning of an unknown word.",18
"K.L.5",3,12,"With guidance and support from adults, explore word relationships and nuances in word meanings.",18
"K.L.5.a",3,12,"Sort common objects into categories (e.g., shapes, foods) to gain a sense of the concepts the categories represent.",18
